SubStringed_Link
https://www.springer.com/journal/43465
https://www.sciencedirect.com/science/article/abs/pii/S0972978X23000041
https://www.ncbi.nlm.nih.gov/pmc/journals/940/
https://www.researchgate.net/publication/367126595_Journal_of_Orthopaedics_in_2022
https://www.ijos.co.in/
https://journals.sagepub.com/home/osj
https://academic-accelerator.com/Impact-of-Journal/Indian-Journal-of-Orthopaedics
https://www.researchhelpdesk.org/journal/sjr/33/indian-journal-of-orthopaedics-surgery
https://journals.indexcopernicus.com/search/details%3Fid%3D47199
https://journals.lww.com/jodt/pages/default.aspx
